model_name,article_id,category,ner_score,nli_score,summary_score,translation_score,overall_score
Mueen AI,FINANCE_011,finance,6.17,6.81,9.0,7.83,7.42
Mueen AI,FINANCE_013,finance,3.75,6.81,5.83,6.83,5.65
Mueen AI,FINANCE_015,finance,4.88,10.0,9.0,7.67,7.63
Mueen AI,FINANCE_016,finance,4.31,7.45,9.0,6.67,6.7
Mueen AI,FINANCE_018,finance,0.38,7.45,10.0,7.83,6.06
Mueen AI,FINANCE_021,finance,8.25,6.81,5.83,8.83,7.5
Mueen AI,FINANCE_025,finance,6.79,7.87,7.83,6.67,7.24
Mueen AI,FINANCE_027,finance,9.83,10.0,8.0,5.67,8.37
Mueen AI,FINANCE_029,finance,7.88,7.45,5.83,4.5,6.44
Mueen AI,FINANCE_030,finance,6.89,10.0,7.0,7.67,7.73
Mueen AI,FINANCE_031,finance,8.4,6.81,4.83,4.5,6.21
Mueen AI,FINANCE_035,finance,8.5,10.0,7.25,6.67,8.03
Mueen AI,FINANCE_036,finance,2.5,10.0,8.0,4.5,5.88
Mueen AI,FINANCE_037,finance,0.0,7.45,1.5,4.5,2.99
Mueen AI,FINANCE_038,finance,3.26,7.45,6.83,5.67,5.59
Mueen AI,FINANCE_045,finance,4.75,4.26,8.0,1.75,4.71
Mueen AI,FINANCE_046,finance,5.77,10.0,6.83,7.67,7.36
Mueen AI,FINANCE_047,finance,4.11,10.0,8.0,5.67,6.65
Mueen AI,FINANCE_048,finance,5.83,7.45,3.67,9.0,6.41
Mueen AI,FINANCE_049,finance,2.0,4.68,5.83,8.83,5.2
Mueen AI,FINANCE_055,finance,2.46,7.45,3.67,6.67,4.81
Mueen AI,FINANCE_058,finance,10.0,10.0,8.0,5.5,8.38
Mueen AI,FINANCE_059,finance,8.0,7.45,4.67,5.67,6.47
Mueen AI,FINANCE_063,finance,1.52,7.45,6.83,6.67,5.32
Mueen AI,FINANCE_065,finance,4.5,7.45,8.0,4.5,5.96
Mueen AI,FINANCE_067,finance,0.0,7.45,9.0,6.67,5.41
Mueen AI,FINANCE_075,finance,0.28,4.26,8.0,4.67,4.1
Mueen AI,FINANCE_076,finance,6.0,10.0,9.0,4.5,7.17
Mueen AI,FINANCE_082,finance,0.0,7.45,9.0,5.67,5.16
Mueen AI,FINANCE_084,finance,3.67,5.32,8.0,4.5,5.29
Mueen AI,FINANCE_085,finance,7.52,10.0,9.0,9.0,8.76
Mueen AI,FINANCE_086,finance,3.5,3.19,1.5,3.5,2.94
Mueen AI,FINANCE_090,finance,3.36,5.32,9.0,9.0,6.57
Mueen AI,FINANCE_092,finance,10.0,10.0,5.83,6.67,8.12
Mueen AI,FINANCE_097,finance,3.75,7.45,9.0,7.83,6.82
Mueen AI,FINANCE_099,finance,5.41,7.45,7.83,4.5,6.2
Mueen AI,POLITICS_001,politics,7.5,4.26,3.67,4.5,5.14
Mueen AI,POLITICS_003,politics,1.55,7.45,9.0,7.83,6.16
Mueen AI,POLITICS_004,politics,6.64,10.0,9.0,6.83,7.95
Mueen AI,POLITICS_006,politics,3.17,7.45,3.67,4.5,4.48
Mueen AI,POLITICS_008,politics,4.25,4.26,9.0,6.83,6.08
Mueen AI,POLITICS_012,politics,2.5,7.45,8.0,4.5,5.37
Mueen AI,POLITICS_013,politics,2.93,7.45,9.0,6.67,6.29
Mueen AI,POLITICS_014,politics,1.25,4.26,3.67,4.5,3.27
Mueen AI,POLITICS_018,politics,3.24,10.0,9.0,4.5,6.35
Mueen AI,POLITICS_020,politics,6.6,10.0,9.0,7.83,8.19
Mueen AI,POLITICS_021,politics,4.1,5.32,7.0,5.67,5.46
Mueen AI,POLITICS_022,politics,9.77,10.0,3.67,5.92,7.33
Mueen AI,POLITICS_026,politics,3.63,4.26,8.0,4.5,5.07
Mueen AI,POLITICS_027,politics,0.07,10.0,6.83,8.83,5.94
Mueen AI,POLITICS_028,politics,4.25,10.0,9.0,8.83,7.73
Mueen AI,POLITICS_029,politics,1.0,4.26,5.83,4.5,3.73
Mueen AI,POLITICS_031,politics,1.59,6.81,6.83,7.67,5.46
Mueen AI,POLITICS_034,politics,1.83,10.0,9.0,7.83,6.76
Mueen AI,POLITICS_036,politics,2.32,7.45,7.0,4.5,5.06
Mueen AI,POLITICS_037,politics,1.58,4.26,5.83,7.67,4.7
Mueen AI,POLITICS_040,politics,0.95,7.45,9.0,5.67,5.44
Mueen AI,POLITICS_044,politics,0.0,10.0,10.0,5.67,5.92
Mueen AI,POLITICS_049,politics,3.33,2.13,4.67,4.5,3.72
Mueen AI,POLITICS_054,politics,4.28,4.26,2.5,4.5,3.89
Mueen AI,POLITICS_055,politics,0.0,3.19,1.5,0.0,1.01
Mueen AI,POLITICS_058,politics,5.67,7.45,8.0,5.67,6.61
Mueen AI,POLITICS_060,politics,3.74,10.0,9.0,4.5,6.5
Mueen AI,POLITICS_070,politics,2.17,10.0,9.0,5.67,6.32
Mueen AI,POLITICS_072,politics,5.1,10.0,4.67,7.67,6.62
Mueen AI,POLITICS_075,politics,7.46,7.45,9.0,7.67,7.9
Mueen AI,POLITICS_076,politics,1.33,4.26,3.67,4.5,3.29
Mueen AI,POLITICS_081,politics,5.48,7.45,9.0,7.67,7.3
Mueen AI,POLITICS_083,politics,2.02,10.0,9.0,6.67,6.52
Mueen AI,POLITICS_084,politics,0.0,2.13,4.83,4.5,2.76
Mueen AI,POLITICS_085,politics,0.0,4.68,7.83,0.0,2.89
Mueen AI,POLITICS_086,politics,1.75,10.0,7.0,5.67,5.69
Mueen AI,POLITICS_090,politics,3.42,4.26,6.83,0.0,3.59
Mueen AI,POLITICS_092,politics,0.0,7.45,9.0,5.67,5.16
Mueen AI,POLITICS_095,politics,7.0,7.45,10.0,0.0,6.09
Mueen AI,POLITICS_097,politics,3.33,10.0,9.0,5.67,6.67
Mueen AI,POLITICS_098,politics,0.38,7.45,5.83,6.67,4.73
Mueen AI,POLITICS_099,politics,2.0,10.0,9.0,8.83,7.06
Mueen AI,SPORTS_001,sports,3.17,10.0,6.83,5.5,6.03
Mueen AI,SPORTS_009,sports,0.87,4.26,9.0,4.5,4.49
Mueen AI,SPORTS_010,sports,0.94,7.45,9.0,6.67,5.69
Mueen AI,SPORTS_013,sports,4.76,5.32,2.5,4.5,4.24
Mueen AI,SPORTS_014,sports,5.06,7.45,8.0,0.0,5.01
Mueen AI,SPORTS_020,sports,7.5,5.32,3.67,5.5,5.61
Mueen AI,SPORTS_021,sports,6.17,10.0,9.0,7.67,8.02
Mueen AI,SPORTS_022,sports,7.5,7.45,6.83,5.67,6.87
Mueen AI,SPORTS_023,sports,5.59,3.19,7.0,0.75,4.25
Mueen AI,SPORTS_031,sports,5.17,3.19,5.83,0.0,3.65
Mueen AI,SPORTS_032,sports,4.21,7.45,8.0,7.83,6.71
Mueen AI,SPORTS_034,sports,1.5,10.0,6.83,5.67,5.58
Mueen AI,SPORTS_040,sports,1.71,2.13,3.67,4.5,2.98
Mueen AI,SPORTS_043,sports,1.67,5.32,3.67,6.5,4.11
Mueen AI,SPORTS_048,sports,4.56,0.0,7.0,1.0,3.37
Mueen AI,SPORTS_049,sports,1.08,7.45,5.83,7.67,5.19
Mueen AI,SPORTS_052,sports,4.73,2.13,4.83,5.5,4.43
Mueen AI,SPORTS_058,sports,0.0,7.45,5.83,0.0,2.95
Mueen AI,SPORTS_060,sports,0.13,4.26,8.0,4.5,4.02
Mueen AI,SPORTS_062,sports,7.17,5.32,6.0,7.67,6.63
Mueen AI,SPORTS_063,sports,3.86,3.19,7.0,4.5,4.67
Mueen AI,SPORTS_064,sports,3.42,5.32,9.0,0.0,4.34
Mueen AI,SPORTS_065,sports,2.87,10.0,9.0,7.83,7.07
Mueen AI,SPORTS_067,sports,0.81,7.45,9.0,5.67,5.4
Mueen AI,SPORTS_069,sports,2.29,10.0,9.0,4.92,6.17
Mueen AI,SPORTS_078,sports,6.5,7.45,9.0,6.67,7.36
Mueen AI,SPORTS_080,sports,1.25,5.32,7.25,0.0,3.25
Mueen AI,SPORTS_081,sports,5.12,3.19,4.67,3.5,4.22
Mueen AI,SPORTS_082,sports,1.84,10.0,6.83,4.5,5.38
Mueen AI,SPORTS_083,sports,2.85,7.45,5.83,3.5,4.68
Mueen AI,SPORTS_088,sports,1.61,10.0,9.0,7.83,6.69
Mueen AI,SPORTS_094,sports,2.25,10.0,7.0,7.67,6.34
Mueen AI,SPORTS_095,sports,2.63,10.0,8.0,4.5,5.91
Mueen AI,TECH_006,tech,4.17,10.0,8.0,5.67,6.67
Mueen AI,TECH_009,tech,6.17,7.45,5.83,1.75,5.24
Mueen AI,TECH_011,tech,10.0,7.45,7.83,6.67,8.12
Mueen AI,TECH_013,tech,7.67,7.45,9.0,4.5,7.17
Mueen AI,TECH_016,tech,1.88,3.19,4.83,0.0,2.41
Mueen AI,TECH_017,tech,4.17,7.45,8.0,5.67,6.16
Mueen AI,TECH_020,tech,4.1,10.0,9.0,4.5,6.6
Mueen AI,TECH_021,tech,6.89,10.0,10.0,5.67,7.98
Mueen AI,TECH_023,tech,4.76,10.0,8.0,5.67,6.85
Mueen AI,TECH_024,tech,7.25,10.0,10.0,9.0,8.93
Mueen AI,TECH_025,tech,7.67,7.45,9.0,4.5,7.17
Mueen AI,TECH_026,tech,7.67,10.0,9.0,5.67,7.97
Mueen AI,TECH_028,tech,1.6,10.0,4.67,6.83,5.36
Mueen AI,TECH_032,tech,5.25,10.0,7.0,0.0,5.33
Mueen AI,TECH_034,tech,0.79,3.19,4.83,0.0,2.08
Mueen AI,TECH_036,tech,8.5,10.0,10.0,7.67,8.97
Mueen AI,TECH_038,tech,3.07,5.32,4.67,0.0,3.15
Mueen AI,TECH_043,tech,6.18,7.45,9.0,5.67,7.01
Mueen AI,TECH_045,tech,6.26,4.26,8.0,0.0,4.73
Mueen AI,TECH_046,tech,2.09,10.0,9.0,6.67,6.54
Mueen AI,TECH_047,tech,4.36,10.0,9.0,6.83,7.27
Mueen AI,TECH_048,tech,0.36,10.0,9.0,7.67,6.28
Mueen AI,TECH_049,tech,4.5,10.0,9.0,9.0,7.85
Mueen AI,TECH_057,tech,3.92,7.45,9.0,4.5,6.04
Mueen AI,TECH_059,tech,0.0,2.13,3.67,0.0,1.34
Mueen AI,TECH_065,tech,5.17,10.0,9.0,4.5,6.93
Mueen AI,TECH_069,tech,2.92,5.32,5.83,0.0,3.4
Mueen AI,TECH_070,tech,7.67,10.0,9.0,7.83,8.51
Mueen AI,TECH_071,tech,4.67,6.81,9.0,7.83,6.97
Mueen AI,TECH_074,tech,7.67,10.0,8.25,6.83,8.07
Mueen AI,TECH_076,tech,4.32,10.0,8.0,6.67,6.96
Mueen AI,TECH_078,tech,8.0,10.0,9.0,5.67,8.07
Mueen AI,TECH_080,tech,1.17,10.0,9.0,6.83,6.31
Mueen AI,TECH_081,tech,4.68,10.0,9.0,5.67,7.07
Mueen AI,TECH_086,tech,2.58,7.45,10.0,5.67,6.18
Mueen AI,TECH_088,tech,6.17,4.26,8.0,6.67,6.37
Mueen AI,TECH_091,tech,1.93,7.45,9.0,5.67,5.74
Mueen AI,TECH_092,tech,9.14,7.45,9.0,7.83,8.44
Mueen AI,TECH_093,tech,7.25,7.45,6.83,6.83,7.08
Mueen AI,TECH_094,tech,0.0,10.0,8.0,4.5,5.12
Mueen AI,TECH_100,tech,10.0,10.0,9.0,5.67,8.67
